instant,dateday,season,year,month,hours,holiday,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category
6747,2011-10-13,Winter,2011,Oct,16,0,Thursday,Clear,0.66,0.6212,74.0,0.2239,36,240,276,Terlalu Lembab
6748,2011-10-13,Winter,2011,Oct,17,0,Thursday,Light_rainsnow,0.62,0.5758,83.0,0.2537,47,432,479,Terlalu Lembab
6749,2011-10-13,Winter,2011,Oct,18,0,Thursday,Light_rainsnow,0.62,0.5758,83.0,0.2537,20,248,268,Terlalu Lembab
6750,2011-10-13,Winter,2011,Oct,19,0,Thursday,Misty,0.62,0.5758,83.0,0.1642,18,187,205,Terlalu Lembab
6751,2011-10-13,Winter,2011,Oct,20,0,Thursday,Clear,0.62,0.5758,83.0,0.2836,15,166,181,Terlalu Lembab
6752,2011-10-13,Winter,2011,Oct,21,0,Thursday,Clear,0.62,0.5758,83.0,0.194,8,115,123,Terlalu Lembab
6753,2011-10-13,Winter,2011,Oct,22,0,Thursday,Clear,0.62,0.5758,83.0,0.194,13,101,114,Terlalu Lembab
6754,2011-10-13,Winter,2011,Oct,23,0,Thursday,Misty,0.58,0.5455,88.0,0.194,2,45,47,Terlalu Lembab
6755,2011-10-14,Winter,2011,Oct,0,0,Friday,Clear,0.58,0.5455,94.0,0.0896,10,29,39,Terlalu Lembab
6756,2011-10-14,Winter,2011,Oct,1,0,Friday,Clear,0.58,0.5455,94.0,0.1343,8,16,24,Terlalu Lembab
6757,2011-10-14,Winter,2011,Oct,2,0,Friday,Clear,0.56,0.5303,94.0,0.1642,0,6,6,Terlalu Lembab
6758,2011-10-14,Winter,2011,Oct,3,0,Friday,Clear,0.56,0.5303,94.0,0.1343,1,6,7,Terlalu Lembab
6759,2011-10-14,Winter,2011,Oct,4,0,Friday,Clear,0.56,0.5303,94.0,0.194,0,8,8,Terlalu Lembab
6760,2011-10-14,Winter,2011,Oct,5,0,Friday,Misty,0.56,0.5303,94.0,0.1642,0,17,17,Terlalu Lembab
6761,2011-10-14,Winter,2011,Oct,6,0,Friday,Light_rainsnow,0.56,0.5303,88.0,0.194,4,90,94,Terlalu Lembab
6762,2011-10-14,Winter,2011,Oct,7,0,Friday,Light_rainsnow,0.56,0.5303,88.0,0.194,10,137,147,Terlalu Lembab
6763,2011-10-14,Winter,2011,Oct,8,0,Friday,Misty,0.56,0.5303,90.0,0.1642,23,186,209,Terlalu Lembab
6764,2011-10-14,Winter,2011,Oct,9,0,Friday,Misty,0.56,0.5303,94.0,0.2239,16,164,180,Terlalu Lembab
6765,2011-10-14,Winter,2011,Oct,10,0,Friday,Light_rainsnow,0.54,0.5152,88.0,0.3582,17,108,125,Terlalu Lembab
6766,2011-10-14,Winter,2011,Oct,11,0,Friday,Light_rainsnow,0.52,0.5,88.0,0.1642,11,76,87,Terlalu Lembab
6767,2011-10-14,Winter,2011,Oct,12,0,Friday,Light_rainsnow,0.52,0.5,88.0,0.1642,13,62,75,Terlalu Lembab
6768,2011-10-14,Winter,2011,Oct,13,0,Friday,Clear,0.56,0.5303,73.0,0.3582,18,114,132,Terlalu Lembab
6769,2011-10-14,Winter,2011,Oct,14,0,Friday,Clear,0.62,0.6212,43.0,0.3582,37,119,156,Terlalu kering
6770,2011-10-14,Winter,2011,Oct,15,0,Friday,Clear,0.62,0.6212,43.0,0.2836,61,169,230,Terlalu kering
6771,2011-10-14,Winter,2011,Oct,16,0,Friday,Clear,0.6,0.6212,43.0,0.2239,80,264,344,Terlalu kering
6772,2011-10-14,Winter,2011,Oct,17,0,Friday,Clear,0.58,0.5455,46.0,0.4179,55,426,481,Ideal
6773,2011-10-14,Winter,2011,Oct,18,0,Friday,Clear,0.54,0.5152,39.0,0.2836,62,361,423,Terlalu kering
6774,2011-10-14,Winter,2011,Oct,19,0,Friday,Clear,0.54,0.5152,39.0,0.3284,27,221,248,Terlalu kering
6775,2011-10-14,Winter,2011,Oct,20,0,Friday,Clear,0.52,0.5,42.0,0.194,19,177,196,Terlalu kering
6776,2011-10-14,Winter,2011,Oct,21,0,Friday,Clear,0.5,0.4848,45.0,0.194,22,156,178,Ideal
6777,2011-10-14,Winter,2011,Oct,22,0,Friday,Clear,0.46,0.4545,59.0,0.2239,20,123,143,Ideal
6778,2011-10-14,Winter,2011,Oct,23,0,Friday,Clear,0.46,0.4545,59.0,0.1642,15,80,95,Ideal
6779,2011-10-15,Winter,2011,Oct,0,0,Saturday,Clear,0.46,0.4545,55.00000000000001,0.1045,18,88,106,Ideal
6780,2011-10-15,Winter,2011,Oct,1,0,Saturday,Clear,0.46,0.4545,55.00000000000001,0.2537,9,64,73,Ideal
6781,2011-10-15,Winter,2011,Oct,2,0,Saturday,Clear,0.46,0.4545,59.0,0.194,17,39,56,Ideal
6782,2011-10-15,Winter,2011,Oct,3,0,Saturday,Clear,0.44,0.4394,62.0,0.194,5,18,23,Ideal
6783,2011-10-15,Winter,2011,Oct,4,0,Saturday,Clear,0.42,0.4242,67.0,0.1343,0,6,6,Terlalu Lembab
6784,2011-10-15,Winter,2011,Oct,5,0,Saturday,Clear,0.42,0.4242,71.0,0.1642,1,6,7,Terlalu Lembab
6785,2011-10-15,Winter,2011,Oct,6,0,Saturday,Clear,0.4,0.4091,71.0,0.0,5,15,20,Terlalu Lembab
6786,2011-10-15,Winter,2011,Oct,7,0,Saturday,Clear,0.4,0.4091,76.0,0.1045,17,40,57,Terlalu Lembab
6787,2011-10-15,Winter,2011,Oct,8,0,Saturday,Clear,0.46,0.4545,59.0,0.2836,24,101,125,Ideal
6788,2011-10-15,Winter,2011,Oct,9,0,Saturday,Clear,0.52,0.5,48.0,0.2985,50,157,207,Ideal
6789,2011-10-15,Winter,2011,Oct,10,0,Saturday,Clear,0.54,0.5152,45.0,0.4478,115,207,322,Ideal
6790,2011-10-15,Winter,2011,Oct,11,0,Saturday,Clear,0.56,0.5303,40.0,0.3881,153,221,374,Terlalu kering
6791,2011-10-15,Winter,2011,Oct,12,0,Saturday,Clear,0.58,0.5455,35.0,0.5522,195,261,456,Terlalu kering
6792,2011-10-15,Winter,2011,Oct,13,0,Saturday,Clear,0.6,0.6212,35.0,0.4627,171,223,394,Terlalu kering
6793,2011-10-15,Winter,2011,Oct,14,0,Saturday,Clear,0.6,0.6212,33.0,0.4627,242,230,472,Terlalu kering
6794,2011-10-15,Winter,2011,Oct,15,0,Saturday,Clear,0.62,0.6212,31.0,0.4925,166,211,377,Terlalu kering
6795,2011-10-15,Winter,2011,Oct,16,0,Saturday,Clear,0.62,0.6212,28.999999999999996,0.3881,179,264,443,Terlalu kering
6796,2011-10-15,Winter,2011,Oct,17,0,Saturday,Clear,0.58,0.5455,32.0,0.2836,177,264,441,Terlalu kering
6797,2011-10-15,Winter,2011,Oct,18,0,Saturday,Clear,0.54,0.5152,39.0,0.194,121,251,372,Terlalu kering
6798,2011-10-15,Winter,2011,Oct,19,0,Saturday,Clear,0.5,0.4848,51.0,0.1343,61,177,238,Ideal
6799,2011-10-15,Winter,2011,Oct,20,0,Saturday,Clear,0.5,0.4848,48.0,0.1343,42,137,179,Ideal
6800,2011-10-15,Winter,2011,Oct,21,0,Saturday,Clear,0.5,0.4848,42.0,0.2239,53,115,168,Terlalu kering
6801,2011-10-15,Winter,2011,Oct,22,0,Saturday,Clear,0.5,0.4848,36.0,0.1343,45,121,166,Terlalu kering
6802,2011-10-15,Winter,2011,Oct,23,0,Saturday,Clear,0.48,0.4697,41.0,0.1642,33,102,135,Terlalu kering
6803,2011-10-16,Winter,2011,Oct,0,0,Sunday,Clear,0.46,0.4545,44.0,0.1343,22,85,107,Terlalu kering
6804,2011-10-16,Winter,2011,Oct,1,0,Sunday,Clear,0.44,0.4394,47.0,0.1343,13,64,77,Ideal
6805,2011-10-16,Winter,2011,Oct,2,0,Sunday,Clear,0.42,0.4242,54.0,0.1343,13,52,65,Ideal
6806,2011-10-16,Winter,2011,Oct,3,0,Sunday,Clear,0.42,0.4242,54.0,0.1343,11,31,42,Ideal
6807,2011-10-16,Winter,2011,Oct,4,0,Sunday,Clear,0.42,0.4242,54.0,0.194,5,7,12,Ideal
6808,2011-10-16,Winter,2011,Oct,5,0,Sunday,Clear,0.42,0.4242,54.0,0.1642,1,6,7,Ideal
6809,2011-10-16,Winter,2011,Oct,6,0,Sunday,Clear,0.38,0.3939,66.0,0.1642,3,7,10,Terlalu Lembab
6810,2011-10-16,Winter,2011,Oct,7,0,Sunday,Clear,0.4,0.4091,62.0,0.1343,9,39,48,Ideal
6811,2011-10-16,Winter,2011,Oct,8,0,Sunday,Clear,0.44,0.4394,62.0,0.194,28,71,99,Ideal
6812,2011-10-16,Winter,2011,Oct,9,0,Sunday,Clear,0.5,0.4848,45.0,0.2239,39,151,190,Ideal
6813,2011-10-16,Winter,2011,Oct,10,0,Sunday,Clear,0.54,0.5152,45.0,0.2537,121,226,347,Ideal
6814,2011-10-16,Winter,2011,Oct,11,0,Sunday,Clear,0.56,0.5303,35.0,0.2836,159,218,377,Terlalu kering
6815,2011-10-16,Winter,2011,Oct,12,0,Sunday,Clear,0.58,0.5455,35.0,0.2537,167,277,444,Terlalu kering
6816,2011-10-16,Winter,2011,Oct,13,0,Sunday,Clear,0.6,0.6212,35.0,0.2985,169,269,438,Terlalu kering
6817,2011-10-16,Winter,2011,Oct,14,0,Sunday,Clear,0.6,0.6212,40.0,0.2985,204,258,462,Terlalu kering
6818,2011-10-16,Winter,2011,Oct,15,0,Sunday,Clear,0.62,0.6212,35.0,0.3881,182,230,412,Terlalu kering
6819,2011-10-16,Winter,2011,Oct,16,0,Sunday,Clear,0.6,0.6212,46.0,0.3881,177,289,466,Ideal
6820,2011-10-16,Winter,2011,Oct,17,0,Sunday,Clear,0.58,0.5455,49.0,0.4627,152,253,405,Ideal
6821,2011-10-16,Winter,2011,Oct,18,0,Sunday,Clear,0.56,0.5303,49.0,0.4478,102,226,328,Ideal
6822,2011-10-16,Winter,2011,Oct,19,0,Sunday,Clear,0.54,0.5152,52.0,0.3881,52,181,233,Ideal
6823,2011-10-16,Winter,2011,Oct,20,0,Sunday,Clear,0.54,0.5152,52.0,0.4627,49,129,178,Ideal
6824,2011-10-16,Winter,2011,Oct,21,0,Sunday,Clear,0.54,0.5152,52.0,0.3881,14,88,102,Ideal
6825,2011-10-16,Winter,2011,Oct,22,0,Sunday,Clear,0.56,0.5303,49.0,0.4179,42,88,130,Ideal
6826,2011-10-16,Winter,2011,Oct,23,0,Sunday,Clear,0.56,0.5303,52.0,0.4179,14,48,62,Ideal
6827,2011-10-17,Winter,2011,Oct,0,0,Monday,Clear,0.54,0.5152,56.00000000000001,0.3284,12,25,37,Ideal
6828,2011-10-17,Winter,2011,Oct,1,0,Monday,Clear,0.56,0.5303,54.0,0.3881,2,15,17,Ideal
6829,2011-10-17,Winter,2011,Oct,2,0,Monday,Clear,0.56,0.5303,54.0,0.3881,4,3,7,Ideal
6830,2011-10-17,Winter,2011,Oct,3,0,Monday,Clear,0.56,0.5303,49.0,0.194,0,2,2,Ideal
6831,2011-10-17,Winter,2011,Oct,4,0,Monday,Clear,0.52,0.5,59.0,0.1642,2,3,5,Ideal
6832,2011-10-17,Winter,2011,Oct,5,0,Monday,Clear,0.5,0.4848,63.0,0.2985,1,28,29,Ideal
6833,2011-10-17,Winter,2011,Oct,6,0,Monday,Clear,0.5,0.4848,55.00000000000001,0.2537,7,107,114,Ideal
6834,2011-10-17,Winter,2011,Oct,7,0,Monday,Misty,0.5,0.4848,55.00000000000001,0.1642,10,299,309,Ideal
6835,2011-10-17,Winter,2011,Oct,8,0,Monday,Misty,0.5,0.4848,51.0,0.2537,33,381,414,Ideal
6836,2011-10-17,Winter,2011,Oct,9,0,Monday,Misty,0.5,0.4848,45.0,0.2836,26,180,206,Ideal
6837,2011-10-17,Winter,2011,Oct,10,0,Monday,Clear,0.52,0.5,45.0,0.1642,43,92,135,Ideal
6838,2011-10-17,Winter,2011,Oct,11,0,Monday,Clear,0.56,0.5303,43.0,0.0,35,131,166,Terlalu kering
6839,2011-10-17,Winter,2011,Oct,12,0,Monday,Clear,0.56,0.5303,40.0,0.0896,39,166,205,Terlalu kering
6840,2011-10-17,Winter,2011,Oct,13,0,Monday,Clear,0.56,0.5303,46.0,0.0896,49,156,205,Ideal
6841,2011-10-17,Winter,2011,Oct,14,0,Monday,Clear,0.58,0.5455,49.0,0.194,44,122,166,Ideal
6842,2011-10-17,Winter,2011,Oct,15,0,Monday,Clear,0.56,0.5303,60.0,0.2537,66,142,208,Ideal
6843,2011-10-17,Winter,2011,Oct,16,0,Monday,Clear,0.58,0.5455,56.00000000000001,0.2537,64,238,302,Ideal
6844,2011-10-17,Winter,2011,Oct,17,0,Monday,Clear,0.56,0.5303,64.0,0.1343,80,540,620,Ideal
6845,2011-10-17,Winter,2011,Oct,18,0,Monday,Clear,0.56,0.5303,60.0,0.0,49,469,518,Ideal
6846,2011-10-17,Winter,2011,Oct,19,0,Monday,Clear,0.54,0.5152,68.0,0.1045,45,288,333,Terlalu Lembab
6847,2011-10-17,Winter,2011,Oct,20,0,Monday,Clear,0.52,0.5,77.0,0.1045,40,189,229,Terlalu Lembab
6848,2011-10-17,Winter,2011,Oct,21,0,Monday,Clear,0.5,0.4848,77.0,0.1045,36,141,177,Terlalu Lembab
6849,2011-10-17,Winter,2011,Oct,22,0,Monday,Clear,0.5,0.4848,77.0,0.0,16,88,104,Terlalu Lembab
6850,2011-10-17,Winter,2011,Oct,23,0,Monday,Misty,0.48,0.4697,88.0,0.0,10,52,62,Terlalu Lembab
6851,2011-10-18,Winter,2011,Oct,0,0,Tuesday,Clear,0.48,0.4697,82.0,0.0,8,23,31,Terlalu Lembab
6852,2011-10-18,Winter,2011,Oct,1,0,Tuesday,Misty,0.46,0.4545,88.0,0.0,4,7,11,Terlalu Lembab
6853,2011-10-18,Winter,2011,Oct,2,0,Tuesday,Clear,0.44,0.4394,94.0,0.0896,1,4,5,Terlalu Lembab
6854,2011-10-18,Winter,2011,Oct,3,0,Tuesday,Clear,0.44,0.4394,94.0,0.0896,0,1,1,Terlalu Lembab
6855,2011-10-18,Winter,2011,Oct,4,0,Tuesday,Misty,0.44,0.4394,94.0,0.1045,0,4,4,Terlalu Lembab
6856,2011-10-18,Winter,2011,Oct,5,0,Tuesday,Misty,0.46,0.4545,88.0,0.0,2,19,21,Terlalu Lembab
6857,2011-10-18,Winter,2011,Oct,6,0,Tuesday,Clear,0.46,0.4545,82.0,0.0896,4,105,109,Terlalu Lembab
6858,2011-10-18,Winter,2011,Oct,7,0,Tuesday,Clear,0.46,0.4545,88.0,0.0896,15,326,341,Terlalu Lembab
6859,2011-10-18,Winter,2011,Oct,8,0,Tuesday,Clear,0.5,0.4848,77.0,0.0896,25,474,499,Terlalu Lembab
6860,2011-10-18,Winter,2011,Oct,9,0,Tuesday,Misty,0.52,0.5,77.0,0.0896,29,198,227,Terlalu Lembab
6861,2011-10-18,Winter,2011,Oct,10,0,Tuesday,Misty,0.56,0.5303,68.0,0.0,27,75,102,Terlalu Lembab
6862,2011-10-18,Winter,2011,Oct,11,0,Tuesday,Misty,0.6,0.6212,49.0,0.1045,35,112,147,Ideal
6863,2011-10-18,Winter,2011,Oct,12,0,Tuesday,Misty,0.62,0.6212,43.0,0.0896,42,159,201,Terlalu kering
6864,2011-10-18,Winter,2011,Oct,13,0,Tuesday,Misty,0.64,0.6212,38.0,0.194,48,171,219,Terlalu kering
6865,2011-10-18,Winter,2011,Oct,14,0,Tuesday,Misty,0.62,0.6212,41.0,0.1642,32,137,169,Terlalu kering
6866,2011-10-18,Winter,2011,Oct,15,0,Tuesday,Clear,0.62,0.6212,50.0,0.194,66,139,205,Ideal
6867,2011-10-18,Winter,2011,Oct,16,0,Tuesday,Clear,0.62,0.6212,56.99999999999999,0.2537,58,246,304,Ideal
6868,2011-10-18,Winter,2011,Oct,17,0,Tuesday,Clear,0.6,0.6061,60.0,0.1343,72,553,625,Ideal
6869,2011-10-18,Winter,2011,Oct,18,0,Tuesday,Clear,0.56,0.5303,68.0,0.1045,58,512,570,Terlalu Lembab
6870,2011-10-18,Winter,2011,Oct,19,0,Tuesday,Clear,0.56,0.5303,60.0,0.1045,31,286,317,Ideal
6871,2011-10-18,Winter,2011,Oct,20,0,Tuesday,Clear,0.54,0.5152,64.0,0.1642,23,204,227,Ideal
6872,2011-10-18,Winter,2011,Oct,21,0,Tuesday,Misty,0.54,0.5152,68.0,0.1343,28,178,206,Terlalu Lembab
6873,2011-10-18,Winter,2011,Oct,22,0,Tuesday,Misty,0.52,0.5,77.0,0.1642,22,115,137,Terlalu Lembab
6874,2011-10-18,Winter,2011,Oct,23,0,Tuesday,Misty,0.52,0.5,77.0,0.194,7,63,70,Terlalu Lembab
6875,2011-10-19,Winter,2011,Oct,0,0,Wednesday,Misty,0.52,0.5,77.0,0.194,11,23,34,Terlalu Lembab
6876,2011-10-19,Winter,2011,Oct,1,0,Wednesday,Misty,0.52,0.5,77.0,0.194,7,9,16,Terlalu Lembab
6877,2011-10-19,Winter,2011,Oct,2,0,Wednesday,Misty,0.52,0.5,77.0,0.194,1,6,7,Terlalu Lembab
6878,2011-10-19,Winter,2011,Oct,4,0,Wednesday,Light_rainsnow,0.5,0.4848,94.0,0.194,0,3,3,Terlalu Lembab
6879,2011-10-19,Winter,2011,Oct,5,0,Wednesday,Light_rainsnow,0.5,0.4848,100.0,0.1045,0,3,3,Terlalu Lembab
6880,2011-10-19,Winter,2011,Oct,6,0,Wednesday,Light_rainsnow,0.52,0.5,83.0,0.2537,3,28,31,Terlalu Lembab
6881,2011-10-19,Winter,2011,Oct,7,0,Wednesday,Light_rainsnow,0.52,0.5,77.0,0.2537,1,67,68,Terlalu Lembab
6882,2011-10-19,Winter,2011,Oct,8,0,Wednesday,Light_rainsnow,0.54,0.5152,70.0,0.4925,10,200,210,Terlalu Lembab
6883,2011-10-19,Winter,2011,Oct,9,0,Wednesday,Light_rainsnow,0.52,0.5,88.0,0.4925,17,185,202,Terlalu Lembab
6884,2011-10-19,Winter,2011,Oct,10,0,Wednesday,Light_rainsnow,0.52,0.5,88.0,0.4925,14,109,123,Terlalu Lembab
6885,2011-10-19,Winter,2011,Oct,11,0,Wednesday,Light_rainsnow,0.52,0.5,94.0,0.2537,33,116,149,Terlalu Lembab
6886,2011-10-19,Winter,2011,Oct,12,0,Wednesday,Light_rainsnow,0.52,0.5,94.0,0.3284,13,117,130,Terlalu Lembab
6887,2011-10-19,Winter,2011,Oct,13,0,Wednesday,Misty,0.54,0.5152,94.0,0.2836,20,86,106,Terlalu Lembab
6888,2011-10-19,Winter,2011,Oct,14,0,Wednesday,Light_rainsnow,0.54,0.5152,94.0,0.1642,17,80,97,Terlalu Lembab
6889,2011-10-19,Winter,2011,Oct,15,0,Wednesday,Light_rainsnow,0.54,0.5152,100.0,0.1343,21,99,120,Terlalu Lembab
6890,2011-10-19,Winter,2011,Oct,16,0,Wednesday,Light_rainsnow,0.56,0.5303,94.0,0.1642,21,180,201,Terlalu Lembab
6891,2011-10-19,Winter,2011,Oct,17,0,Wednesday,Light_rainsnow,0.56,0.5303,94.0,0.1642,11,170,181,Terlalu Lembab
6892,2011-10-19,Winter,2011,Oct,18,0,Wednesday,Light_rainsnow,0.56,0.5303,100.0,0.1642,8,132,140,Terlalu Lembab
6893,2011-10-19,Winter,2011,Oct,19,0,Wednesday,Misty,0.6,0.5455,88.0,0.1343,8,189,197,Terlalu Lembab
6894,2011-10-19,Winter,2011,Oct,20,0,Wednesday,Light_rainsnow,0.6,0.5152,94.0,0.0896,5,140,145,Terlalu Lembab
6895,2011-10-19,Winter,2011,Oct,21,0,Wednesday,Misty,0.58,0.5455,94.0,0.1343,6,79,85,Terlalu Lembab
6896,2011-10-19,Winter,2011,Oct,22,0,Wednesday,Misty,0.58,0.5455,94.0,0.3582,13,94,107,Terlalu Lembab
6897,2011-10-19,Winter,2011,Oct,23,0,Wednesday,Misty,0.58,0.5455,94.0,0.3582,14,55,69,Terlalu Lembab
6898,2011-10-20,Winter,2011,Oct,0,0,Thursday,Clear,0.56,0.5303,94.0,0.2985,4,22,26,Terlalu Lembab
6899,2011-10-20,Winter,2011,Oct,1,0,Thursday,Clear,0.56,0.5303,88.0,0.3582,4,11,15,Terlalu Lembab
6900,2011-10-20,Winter,2011,Oct,2,0,Thursday,Clear,0.56,0.5303,88.0,0.4478,0,4,4,Terlalu Lembab
6901,2011-10-20,Winter,2011,Oct,3,0,Thursday,Clear,0.5,0.4848,82.0,0.4627,0,1,1,Terlalu Lembab
6902,2011-10-20,Winter,2011,Oct,4,0,Thursday,Clear,0.5,0.4848,82.0,0.4627,2,6,8,Terlalu Lembab
6903,2011-10-20,Winter,2011,Oct,5,0,Thursday,Clear,0.48,0.4697,82.0,0.3582,2,24,26,Terlalu Lembab
6904,2011-10-20,Winter,2011,Oct,6,0,Thursday,Clear,0.44,0.4394,82.0,0.4179,5,87,92,Terlalu Lembab
6905,2011-10-20,Winter,2011,Oct,7,0,Thursday,Clear,0.42,0.4242,77.0,0.4478,15,303,318,Terlalu Lembab
6906,2011-10-20,Winter,2011,Oct,8,0,Thursday,Clear,0.44,0.4394,67.0,0.5224,17,409,426,Terlalu Lembab
6907,2011-10-20,Winter,2011,Oct,9,0,Thursday,Clear,0.44,0.4394,67.0,0.5821,26,197,223,Terlalu Lembab
6908,2011-10-20,Winter,2011,Oct,10,0,Thursday,Clear,0.46,0.4545,59.0,0.4478,25,105,130,Ideal
6909,2011-10-20,Winter,2011,Oct,11,0,Thursday,Clear,0.48,0.4697,55.00000000000001,0.5224,30,99,129,Ideal
6910,2011-10-20,Winter,2011,Oct,12,0,Thursday,Clear,0.48,0.4697,48.0,0.5224,28,171,199,Ideal
6911,2011-10-20,Winter,2011,Oct,13,0,Thursday,Clear,0.5,0.4848,45.0,0.5821,28,136,164,Ideal
6912,2011-10-20,Winter,2011,Oct,14,0,Thursday,Misty,0.48,0.4697,48.0,0.5522,38,117,155,Ideal
6913,2011-10-20,Winter,2011,Oct,15,0,Thursday,Misty,0.48,0.4697,51.0,0.4478,22,138,160,Ideal
6914,2011-10-20,Winter,2011,Oct,16,0,Thursday,Misty,0.48,0.4697,51.0,0.4478,31,203,234,Ideal
6915,2011-10-20,Winter,2011,Oct,17,0,Thursday,Misty,0.48,0.4697,48.0,0.3881,56,438,494,Ideal
6916,2011-10-20,Winter,2011,Oct,18,0,Thursday,Misty,0.46,0.4545,51.0,0.2985,39,430,469,Ideal
6917,2011-10-20,Winter,2011,Oct,19,0,Thursday,Clear,0.46,0.4545,51.0,0.3582,20,278,298,Ideal
6918,2011-10-20,Winter,2011,Oct,20,0,Thursday,Misty,0.46,0.4545,51.0,0.3284,34,207,241,Ideal
6919,2011-10-20,Winter,2011,Oct,21,0,Thursday,Clear,0.44,0.4394,51.0,0.2985,16,149,165,Ideal
6920,2011-10-20,Winter,2011,Oct,22,0,Thursday,Clear,0.44,0.4394,51.0,0.3284,22,106,128,Ideal
6921,2011-10-20,Winter,2011,Oct,23,0,Thursday,Clear,0.42,0.4242,57.99999999999999,0.2537,7,83,90,Ideal
6922,2011-10-21,Winter,2011,Oct,0,0,Friday,Clear,0.4,0.4091,62.0,0.2537,8,42,50,Ideal
6923,2011-10-21,Winter,2011,Oct,1,0,Friday,Clear,0.4,0.4091,62.0,0.2239,7,19,26,Ideal
6924,2011-10-21,Winter,2011,Oct,2,0,Friday,Clear,0.38,0.3939,66.0,0.1642,6,12,18,Terlalu Lembab
6925,2011-10-21,Winter,2011,Oct,3,0,Friday,Clear,0.36,0.3485,71.0,0.1343,0,7,7,Terlalu Lembab
6926,2011-10-21,Winter,2011,Oct,4,0,Friday,Clear,0.36,0.3485,71.0,0.1642,0,6,6,Terlalu Lembab
6927,2011-10-21,Winter,2011,Oct,5,0,Friday,Clear,0.34,0.3333,76.0,0.194,0,31,31,Terlalu Lembab
6928,2011-10-21,Winter,2011,Oct,6,0,Friday,Clear,0.36,0.3485,71.0,0.1642,7,78,85,Terlalu Lembab
6929,2011-10-21,Winter,2011,Oct,7,0,Friday,Clear,0.36,0.3485,71.0,0.1642,5,228,233,Terlalu Lembab
6930,2011-10-21,Winter,2011,Oct,8,0,Friday,Clear,0.4,0.4091,62.0,0.194,16,386,402,Ideal
6931,2011-10-21,Winter,2011,Oct,9,0,Friday,Misty,0.42,0.4242,57.99999999999999,0.1343,33,189,222,Ideal
6932,2011-10-21,Winter,2011,Oct,10,0,Friday,Clear,0.46,0.4545,51.0,0.1642,32,106,138,Ideal
6933,2011-10-21,Winter,2011,Oct,11,0,Friday,Clear,0.5,0.4848,45.0,0.2239,39,135,174,Ideal
6934,2011-10-21,Winter,2011,Oct,12,0,Friday,Clear,0.5,0.4848,45.0,0.2985,47,193,240,Ideal
6935,2011-10-21,Winter,2011,Oct,13,0,Friday,Clear,0.48,0.4697,48.0,0.3284,43,163,206,Ideal
6936,2011-10-21,Winter,2011,Oct,14,0,Friday,Clear,0.52,0.5,42.0,0.2985,67,131,198,Terlalu kering
6937,2011-10-21,Winter,2011,Oct,15,0,Friday,Clear,0.5,0.4848,45.0,0.2836,57,178,235,Ideal
6938,2011-10-21,Winter,2011,Oct,16,0,Friday,Clear,0.5,0.4848,45.0,0.2537,60,242,302,Ideal
6939,2011-10-21,Winter,2011,Oct,17,0,Friday,Misty,0.46,0.4545,51.0,0.2537,79,445,524,Ideal
6940,2011-10-21,Winter,2011,Oct,18,0,Friday,Misty,0.44,0.4394,54.0,0.2537,43,354,397,Ideal
6941,2011-10-21,Winter,2011,Oct,19,0,Friday,Misty,0.44,0.4394,54.0,0.3881,25,228,253,Ideal
6942,2011-10-21,Winter,2011,Oct,20,0,Friday,Misty,0.44,0.4394,54.0,0.2239,29,155,184,Ideal
6943,2011-10-21,Winter,2011,Oct,21,0,Friday,Clear,0.42,0.4242,57.99999999999999,0.1642,31,112,143,Ideal
6944,2011-10-21,Winter,2011,Oct,22,0,Friday,Clear,0.42,0.4242,54.0,0.1642,24,89,113,Ideal
6945,2011-10-21,Winter,2011,Oct,23,0,Friday,Clear,0.4,0.4091,62.0,0.2239,18,99,117,Ideal
6946,2011-10-22,Winter,2011,Oct,0,0,Saturday,Clear,0.4,0.4091,62.0,0.194,16,80,96,Ideal
6947,2011-10-22,Winter,2011,Oct,1,0,Saturday,Clear,0.4,0.4091,62.0,0.194,20,50,70,Ideal
6948,2011-10-22,Winter,2011,Oct,2,0,Saturday,Clear,0.4,0.4091,62.0,0.2537,6,25,31,Ideal
6949,2011-10-22,Winter,2011,Oct,3,0,Saturday,Clear,0.4,0.4091,62.0,0.1343,1,19,20,Ideal
6950,2011-10-22,Winter,2011,Oct,4,0,Saturday,Clear,0.38,0.3939,66.0,0.0896,4,4,8,Terlalu Lembab
6951,2011-10-22,Winter,2011,Oct,5,0,Saturday,Clear,0.38,0.3939,66.0,0.0,1,7,8,Terlalu Lembab
6952,2011-10-22,Winter,2011,Oct,6,0,Saturday,Clear,0.36,0.3788,71.0,0.0,1,17,18,Terlalu Lembab
6953,2011-10-22,Winter,2011,Oct,7,0,Saturday,Clear,0.36,0.3636,76.0,0.1045,8,49,57,Terlalu Lembab
6954,2011-10-22,Winter,2011,Oct,8,0,Saturday,Clear,0.4,0.4091,71.0,0.0,26,88,114,Terlalu Lembab
6955,2011-10-22,Winter,2011,Oct,9,0,Saturday,Clear,0.42,0.4242,67.0,0.0896,47,122,169,Terlalu Lembab
6956,2011-10-22,Winter,2011,Oct,10,0,Saturday,Misty,0.44,0.4394,62.0,0.1045,87,149,236,Ideal
6957,2011-10-22,Winter,2011,Oct,11,0,Saturday,Misty,0.44,0.4394,62.0,0.1045,110,172,282,Ideal
